period,minute,seconds,matchId,type,swimoff_homeTeamSwimmer_playerId,swimoff_homeTeamSwimmer_teamId,swimoff_awayTeamSwimmer_teamId,swimoff_awayTeamSwimmer_playerId,swimoff_winnerSwimmer_teamId,swimoff_winnerSwimmer_playerId,shot_teamId,shot_type,shot_takenBy_playerId,shot_takenBy_teamId,shot_assistedBy_playerId,shot_isGoal,shot_isFastBreak,shot_isDirectFromFoul,shot_locationX,shot_locationY,shot_targetX,shot_targetY,shot_savedBy_playerId,shot_savedBy_teamId,shot_blockedBy_playerId,shot_blockedBy_teamId,shot_blockedBy_positionId,turnover_teamId,turnover_type,turnover_lostPossesionPlayer_playerId,turnover_lostPossesionPlayer_teamId,turnover_wonPossesionPlayer_playerId,turnover_wonPossesionPlayer_teamId,exclusion_teamId,exclusion_type,exclusion_excludedPlayer_playerId,exclusion_excludedPlayer_teamId,exclusion_fouledPlayer_playerId,exclusion_fouledPlayer_teamId,exclusion_isPenaltyExclusion,exclusion_isDoubleExclusion,exclusion_locationX,exclusion_locationY,timeout_teamId,team_id,swimoff_home,swimoff_away,swimoff_winner,shot_taken_by,shot_assist_by,shot_saved_by,turnover_lost_by,turnover_won_by,exclusion_foul_by,exclusion_drawn_by,shot_blocked_by,home_team_id,away_team_id,game_time_seconds,team_id_last,game_time_seconds_last
Third_Period,1,19,12228,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0,77.0, , , , , , , , , , , ,165,77,559,165.0,571.0
Third_Period,1,19,12228,Exclusion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.0,Exclusion,12214.0,165.0,1.0,77.0,False,False,0.52,0.078,,77.0, , , , , , , , ,Chase William Dodd,Josip Vrlic, ,165,77,559,77.0,559.0
Third_Period,1,1,12228,Shot,,,,,,,77.0,Power_Play,77.0,77.0,,False,False,False,0.227,0.129,0.316,0.729,4895.0,165.0,,,,,,,,,,,,,,,,,,,,,77.0, , , ,Loren Fatovic, ,Adrian Weinberg, , , , , ,165,77,541,77.0,559.0
Fourth_Period,4,8,12228,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.0,165.0, , , , , , , , , , , ,165,77,248,77.0,250.0
Fourth_Period,3,43,12228,Turnover,,,,,,,,,,,,,,,,,,,,,,,,165.0,Lost_Ball,12214.0,165.0,77.0,77.0,,,,,,,,,,,,165.0, , , , , , ,Chase William Dodd,Loren Fatovic, , , ,165,77,223,165.0,248.0
Third_Period,5,5,12229,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,81.0, , , , , , , , , , , ,81,79,785,79.0,806.0
Third_Period,5,5,12229,Exclusion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0,Exclusion,1296.0,79.0,177.0,81.0,False,False,0.404,0.082,,81.0, , , , , , , , ,Roger Tahull,Konstantinos Kakaris, ,81,79,785,81.0,785.0
Third_Period,4,51,12229,Shot,,,,,,,81.0,Power_Play,1334.0,81.0,1328.0,True,False,False,0.551,0.201,0.79,0.617,,,,,,,,,,,,,,,,,,,,,,,81.0, , , ,Stylianos Argyropoulos,Konstantinos Genidounias, , , , , , ,81,79,771,81.0,785.0
Third_Period,2,30,12229,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0,79.0, , , , , , , , , , , ,81,79,630,81.0,640.0
Third_Period,2,30,12229,Exclusion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,Exclusion,1329.0,81.0,,,False,False,0.51,0.089,,79.0, , , , , , , , ,Dimitrios Skoumpakis, , ,81,79,630,79.0,630.0
Third_Period,2,14,12229,Shot,,,,,,,79.0,Power_Play,1291.0,79.0,,False,False,False,0.717,0.193,0.095,0.689,,,,,,,,,,,,,,,,,,,,,,,79.0, , , ,Bernat Sanahuja, , , , , , , ,81,79,614,79.0,630.0
Fourth_Period,2,28,12229,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0,79.0, , , , , , , , , , , ,81,79,148,79.0,148.0
Fourth_Period,2,4,12229,Turnover,,,,,,,,,,,,,,,,,,,,,,,,79.0,Lost_Ball,1293.0,79.0,867.0,81.0,,,,,,,,,,,,79.0, , , , , , ,Marc Larumbe,Efstathios Kalogeropoulos, , , ,81,79,124,79.0,148.0
Second_Period,2,36,12230,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,78.0, , , , , , , , , , , ,78,84,1116,78.0,1116.0
Second_Period,2,25,12230,Shot,,,,,,,78.0,Power_Play,440.0,78.0,439.0,True,False,False,0.629,0.068,0.776,0.801,,,,,,,,,,,,,,,,,,,,,,,78.0, , , ,Djordje Lazic,Viktor Rasovic, , , , , , ,78,84,1105,78.0,1116.0
Third_Period,3,50,12230,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0,84.0, , , , , , , , , , , ,78,84,710,78.0,734.0
Third_Period,3,50,12230,Exclusion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,Exclusion,16.0,78.0,1341.0,84.0,False,False,0.696,0.083,,84.0, , , , , , , , ,Milos Cuk,Daniel Angyal, ,78,84,710,84.0,710.0
Third_Period,3,35,12230,Shot,,,,,,,84.0,Power_Play,1342.0,84.0,13740.0,True,False,False,0.333,0.183,0.562,0.46,,,,,,,,,,,,,,,,,,,,,,,84.0, , , ,Krisztian Manhercz,Akos Nagy, , , , , , ,78,84,695,84.0,710.0
Fourth_Period,1,34,12230,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0,84.0, , , , , , , , , , , ,78,84,94,84.0,94.0
Fourth_Period,1,18,12230,Shot,,,,,,,84.0,Power_Play,2368.0,84.0,1342.0,True,False,False,0.456,0.217,0.287,0.894,,,,,,,,,,,,,,,,,,,,,,,84.0, , , ,Vendel Vigvari,Krisztian Manhercz, , , , , , ,78,84,78,84.0,94.0
Fourth_Period,0,36,12230,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,78.0, , , , , , , , , , , ,78,84,36,78.0,58.0
Second_Period,1,7,12231,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.0,165.0, , , , , , , , , , , ,80,165,1027,165.0,1043.0
Third_Period,4,37,12231,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,80.0, , , , , , , , , , , ,80,165,757,80.0,759.0
Third_Period,4,19,12231,Shot,,,,,,,80.0,Power_Play,531.0,80.0,,False,False,False,0.753,0.16,0.311,0.223,,,,,,,,,,,,,,,,,,,,,,,80.0, , , ,Luca Damonte, , , , , , , ,80,165,739,80.0,757.0
Fourth_Period,2,32,12231,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,80.0, , , , , , , , , , , ,80,165,152,165.0,176.0
Fourth_Period,2,32,12231,Exclusion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.0,Exclusion,12216.0,165.0,532.0,80.0,False,False,0.499,0.086,,80.0, , , , , , , , ,Jake Ehrhardt,Lorenzo Bruni, ,80,165,152,80.0,152.0
Fourth_Period,2,18,12231,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.0,165.0, , , , , , , , , , , ,80,165,138,80.0,152.0
Second_Period,0,25,12232,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,81.0, , , , , , , , , , , ,81,78,985,78.0,1008.0
Second_Period,0,25,12232,Exclusion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,Exclusion,16.0,78.0,128.0,81.0,False,False,0.512,0.069,,81.0, , , , , , , , ,Milos Cuk,Dimitrios Nikolaidis, ,81,78,985,81.0,985.0
Second_Period,0,9,12232,Shot,,,,,,,81.0,Power_Play,177.0,81.0,1328.0,True,False,False,0.423,0.125,0.651,0.495,,,,,,,,,,,,,,,,,,,,,,,81.0, , , ,Konstantinos Kakaris,Konstantinos Genidounias, , , , , , ,81,78,969,81.0,985.0
Second_Period,3,49,12233,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.0,105.0, , , , , , , , , , , ,105,77,1189,77.0,1193.0
Second_Period,3,49,12233,Exclusion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0,Exclusion,1064.0,77.0,,,False,False,,,,105.0, , , , , , , , ,Ante Vukicevic, , ,105,77,1189,105.0,1189.0
Second_Period,3,31,12233,Shot,,,,,,,105.0,Power_Play,109.0,105.0,,False,False,False,0.663,0.155,,,,,6.0,77.0,401.0,,,,,,,,,,,,,,,,,,105.0, , , ,Jovan Vujovic, , , , , , ,Franko Lazic,105,77,1171,105.0,1189.0
Third_Period,2,14,12233,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0,77.0, , , , , , , , , , , ,105,77,614,105.0,622.0
Third_Period,2,14,12233,Exclusion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.0,Exclusion,2147.0,105.0,71.0,77.0,False,False,0.47,0.084,,77.0, , , , , , , , ,Aljosa Macic,Luka Loncar, ,105,77,614,77.0,614.0
Third_Period,1,54,12233,Shot,,,,,,,77.0,Power_Play,4.0,77.0,1410.0,True,False,False,0.225,0.104,0.267,0.596,,,,,,,,,,,,,,,,,,,,,,,77.0, , , ,Luka Bukic,Konstantin Kharkov, , , , , , ,105,77,594,77.0,614.0
First_Period,0,2,12234,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0,79.0, , , , , , , , , , , ,79,84,1442,79.0,1454.0
Third_Period,3,1,12234,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0,84.0, , , , , , , , , , , ,79,84,661,79.0,683.0
Third_Period,3,0,12234,Exclusion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0,Exclusion,1299.0,79.0,17523.0,84.0,False,False,0.471,0.11,,84.0, , , , , , , , ,Alejandro Bustos,Peter Kovacs, ,79,84,660,84.0,661.0
Third_Period,2,48,12234,Shot,,,,,,,84.0,Regular_Attack,13740.0,84.0,,False,False,False,0.815,0.068,0.094,0.941,,,,,,,,,,,,,,,,,,,,,,,84.0, , , ,Akos Nagy, , , , , , , ,79,84,648,84.0,660.0
Third_Period,1,44,12234,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0,79.0, , , , , , , , , , , ,79,84,584,79.0,585.0
Third_Period,1,24,12234,Shot,,,,,,,79.0,Power_Play,1289.0,79.0,,False,False,False,0.302,0.164,0.855,0.314,,,,,,,,,,,,,,,,,,,,,,,79.0, , , ,Alberto Munarriz, , , , , , , ,79,84,564,79.0,584.0
Fourth_Period,4,28,12234,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0,84.0, , , , , , , , , , , ,79,84,268,84.0,269.0
Third_Period,1,2,12381,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.0,87.0, , , , , , , , , , , ,87,80,542,80.0,543.0
Third_Period,0,35,12381,Shot,,,,,,,87.0,Regular_Attack,1398.0,87.0,,False,False,False,0.343,0.239,,,,,134.0,80.0,401.0,,,,,,,,,,,,,,,,,,87.0, , , ,Vlad Georgescu, , , , , , ,Nicholas Presciutti,87,80,515,87.0,542.0
Fourth_Period,6,18,12381,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,80.0, , , , , , , , , , , ,87,80,378,80.0,379.0
Fourth_Period,5,56,12381,Shot,,,,,,,80.0,Regular_Attack,1354.0,80.0,493.0,True,False,False,0.3,0.185,0.32,0.389,,,,,,,,,,,,,,,,,,,,,,,80.0, , , ,Francesco Di Fulvio,Edoardo Di Somma, , , , , , ,87,80,356,80.0,378.0
Fourth_Period,4,58,12382,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1193.0,1193.0, , , , , , , , , , , ,1193,87,298,1193.0,298.0
Fourth_Period,4,43,12382,Turnover,,,,,,,,,,,,,,,,,,,,,,,,1193.0,Lost_Ball,5005.0,1193.0,12434.0,87.0,,,,,,,,,,,,1193.0, , , , , , ,Mangoba Bungane,Andrei Neamtu, , , ,1193,87,283,1193.0,298.0
Fourth_Period,4,25,12382,Turnover,,,,,,,,,,,,,,,,,,,,,,,,1193.0,Lost_Ball,25425.0,1193.0,769.0,87.0,,,,,,,,,,,,1193.0, , , , , , ,Dylan Watt,Eduar-Mihai Dragusin, , , ,1193,87,265,1193.0,283.0
